Date,Open,High,Low,Close,Adj Close,Volume,MA_20,Volatility,RSI,MACD,MACD_Signal,BB_Mid,BB_Upper,BB_Lower
2024-01-02,187.1499938964844,188.44000244140625,183.88999938964844,185.63999938964844,185.15228271484375,82488700,,,,0.0,0.0,,,
2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,183.76593017578125,58414500,,,,-0.11088314219418294,-0.02217662843883659,,,
2024-01-04,182.1499938964844,183.08999633789065,180.8800048828125,181.91000366210935,181.43209838867188,71983600,,,,-0.38316014787955055,-0.09437333232697939,,,
2024-01-05,181.9900054931641,182.7599945068359,180.1699981689453,181.17999267578125,180.70399475097656,62303300,,,,-0.6503505854554419,-0.2055687829526719,,,
2024-01-08,182.08999633789065,185.6000061035156,181.5,185.55999755859375,185.0724945068359,59144500,,,,-0.5028743212753852,-0.2650298906172146,,,
2024-01-09,183.9199981689453,185.1499938964844,182.72999572753903,185.13999938964844,184.65359497070312,42841800,,,,-0.4151036055940551,-0.2950446336125827,,,
2024-01-10,184.3500061035156,186.3999938964844,183.9199981689453,186.19000244140625,185.7008514404297,46792900,,,,-0.2578459227337646,-0.2876048914368191,,,
2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789065,185.1024169921875,49128400,,,,-0.1795636561267031,-0.2659966443747959,,,
2024-01-12,186.05999755859375,186.7400054931641,185.19000244140625,185.9199981689453,185.4315490722656,40444700,,,,-0.08986015410113168,-0.23076934632006307,,,
2024-01-16,182.16000366210935,184.2599945068359,180.92999267578125,183.6300048828125,183.14756774902344,65603000,,,,-0.2012331123298452,-0.22486209952201952,,,
2024-01-17,181.27000427246097,182.92999267578125,180.3000030517578,182.67999267578125,182.20005798339844,47317400,,,,-0.36198232275847886,-0.2522861441693114,,,
2024-01-18,186.08999633789065,189.13999938964844,185.8300018310547,188.6300048828125,188.13442993164065,78005800,,,,-0.009155433242739264,-0.20366000198399697,,,
2024-01-19,189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859375,191.0567321777344,68741000,,,,0.5011118353375537,-0.06270563451968685,,,
2024-01-22,192.3000030517578,195.3300018310547,192.2599945068359,193.88999938964844,193.3805999755859,60133900,,,66.05681085184207,1.0810522991203584,0.16604595220832222,,,
2024-01-23,195.02000427246097,195.75,193.8300018310547,195.17999267578125,194.6672210693359,42355600,,,67.6797331467744,1.62600737135827,0.4580382360383118,,,
2024-01-24,195.4199981689453,196.3800048828125,194.33999633789065,194.5,193.9889984130859,53631300,,,69.508931060761,1.9801920450281045,0.7624689978362704,,,
2024-01-25,195.22000122070312,196.27000427246097,193.11000061035156,194.1699981689453,193.65988159179688,54822100,,,75.26789336469804,2.2087959362234244,1.0517343855137014,,,
2024-01-26,194.27000427246097,194.7599945068359,191.94000244140625,192.4199981689453,191.9144744873047,44594000,,,72.23101117790186,2.223128945721527,1.2860132975552665,,,
2024-01-29,192.0099945068359,192.1999969482422,189.5800018310547,191.72999572753903,191.2262725830078,47145600,,,64.28901078009187,2.1539807789685597,1.4596067938379251,,,
2024-01-30,190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,187.5459747314453,55859400,187.89049835205077,4.536522075353442,55.832646913319586,1.7808989062269234,1.523865216315725,187.89049835205077,196.96354250275766,178.81745420134388
2024-01-31,187.0399932861328,187.1000061035156,184.3500061035156,184.3999938964844,183.91554260253903,55467800,187.82849807739257,4.577189515507787,46.739512297077695,1.1779328277681884,1.4546787386062177,187.82849807739257,196.98287710840813,178.674119046377
2024-02-01,183.9900054931641,186.9499969482422,183.82000732421875,186.86000061035156,186.3690948486328,64885400,187.95899810791016,4.506453542310618,52.16650241740549,0.8883396229279015,1.3414109154705545,187.95899810791016,196.9719051925314,178.94609102328891
2024-02-02,179.86000061035156,187.3300018310547,179.25,185.8500061035156,185.3617401123047,102518000,188.15599822998047,4.3099375960705855,49.88330768154465,0.5707574690412969,1.187280226184703,188.15599822998047,196.77587342212163,179.5361230378393
2024-02-05,188.1499938964844,189.25,185.83999633789065,187.67999267578125,187.1869201660156,69668800,188.48099822998046,3.9893615592225,56.85741273346775,0.46141701841011695,1.0421075846297858,188.48099822998046,196.45972134842546,180.50227511153545
2024-02-06,186.86000061035156,189.30999755859375,186.77000427246097,189.3000030517578,188.80267333984375,43490800,188.66799850463866,3.932484478339557,60.960283186985365,0.4997247065301451,0.9336310090098577,188.66799850463866,196.53296746131778,180.80302954795954
2024-02-07,190.63999938964844,191.0500030517578,188.61000061035156,189.41000366210935,188.91238403320312,53439000,188.88149871826172,3.845820673141228,51.6009836788486,0.5328179615065949,0.8534683995092052,188.88149871826172,196.5731400645442,181.18985737197926
2024-02-08,189.38999938964844,189.5399932861328,187.3500061035156,188.32000732421875,187.82525634765625,40962000,188.98799896240234,3.7965404659787283,42.80641248890483,0.4657224509981859,0.7759192098070014,188.98799896240234,196.5810798943598,181.3949180304449
2024-02-09,188.6499938964844,189.9900054931641,188.0,188.8500061035156,188.59420776367188,45155200,189.1509994506836,3.712013978080124,37.83784579922737,0.4501264698771479,0.7107606618210307,189.1509994506836,196.57502740684384,181.72697149452335
2024-02-12,188.4199981689453,188.6699981689453,186.7899932861328,187.1499938964844,186.89649963378903,41781900,189.21249923706054,3.6655646306403975,30.998587497183607,0.2971642405761088,0.6280413775720464,189.21249923706054,196.54362849834135,181.88136997577973
2024-02-13,185.77000427246097,186.2100067138672,183.5099945068359,185.0399932861328,184.7893524169922,56529500,189.28299865722656,3.5647180186485605,29.03368497517394,0.005616414052042273,0.5035563848680455,189.28299865722656,196.41243469452368,182.15356261992943
2024-02-14,185.32000732421875,185.52999877929688,182.44000244140625,184.1499938964844,183.9005584716797,54630500,189.35649871826172,3.434171019255801,28.330450312270372,-0.293865354781218,0.3440720369381929,189.35649871826172,196.22484075677332,182.48815667975012
2024-02-15,183.5500030517578,184.4900054931641,181.3500061035156,183.86000061035156,183.6109619140625,65434500,189.11799850463868,3.64636179398316,30.240082845488843,-0.5482865428773493,0.16560032097508445,189.11799850463868,196.410722092605,181.82527491667236
2024-02-16,183.4199981689453,184.8500061035156,181.6699981689453,182.30999755859375,182.06304931640625,49701400,188.65549850463867,3.898248762157673,29.085265582154463,-0.8650180699546581,-0.04052335721086407,188.65549850463867,196.45199602895403,180.85900098032332
2024-02-20,181.7899932861328,182.42999267578125,180.0,181.55999755859375,181.31407165527344,53665600,188.03899841308595,4.000494783372879,33.45251501135827,-1.1631408553291465,-0.26504685683452056,188.03899841308595,196.03998797983172,180.03800884634018
2024-02-21,181.94000244140625,182.88999938964844,180.66000366210935,182.32000732421875,182.07305908203125,41529700,187.3959991455078,3.821816257230902,43.772499844671,-1.3228301120789183,-0.47660350788340017,187.3959991455078,195.03963165996961,179.752366631046
2024-02-22,183.47999572753903,184.9600067138672,182.4600067138672,184.3699951171875,184.12026977539065,52292200,186.88949890136718,3.4874084245222696,42.35725439100168,-1.2693360008388765,-0.6351500064744955,186.88949890136718,193.86431575041172,179.91468205232263
2024-02-23,185.0099945068359,185.0399932861328,182.22999572753903,182.52000427246097,182.2727813720703,45119700,186.30699920654297,3.1654302834359775,40.280198925559795,-1.3605369098359574,-0.7802273871467879,186.30699920654297,192.63785977341493,179.976138639671
2024-02-26,182.2400054931641,182.7599945068359,180.6499938964844,181.16000366210935,180.9146270751953,40867400,185.74399948120117,3.0189093683504344,30.432210142604433,-1.5249759965160194,-0.9291771090206342,185.74399948120117,191.78181821790204,179.7061807445003
2024-02-27,181.1000061035156,183.9199981689453,179.55999755859375,182.6300048828125,182.38262939453125,54318900,185.28899993896485,2.7423269157192216,29.800119963142222,-1.5191663403088,-1.0471749552782674,185.28899993896485,190.77365377040329,179.8043461075264
2024-02-28,182.5099945068359,183.1199951171875,180.1300048828125,181.4199981689453,181.17425537109375,48953900,184.95800018310547,2.7918751939526656,27.314011311086105,-1.593826930536892,-1.1565053503299925,184.95800018310547,190.5417505710108,179.37424979520014
2024-02-29,181.27000427246097,182.57000732421875,179.52999877929688,180.75,180.5051727294922,136682600,184.77550048828124,2.945349113669181,27.981366349359647,-1.687605572477196,-1.2627253947594332,184.77550048828124,190.6661987156196,178.88480226094288
2024-03-01,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,179.41665649414062,73488000,184.41550064086914,3.1124344494756517,24.11266917913744,-1.8287981699262446,-1.3759399497927955,184.41550064086914,190.64036953982045,178.19063174191783
2024-03-04,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,174.86282348632812,81510100,183.87800064086915,3.7204995660350577,20.76662698342193,-2.282338635052753,-1.5572196868447872,183.87800064086915,191.31899977293926,176.43700150879903
2024-03-05,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,169.8895721435547,95132400,183.00000076293946,4.715094017255998,18.228277504654713,-3.008932882878298,-1.8475623260514895,183.00000076293946,192.43018879745145,173.56981272842748
2024-03-06,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,168.8909149169922,68587700,181.99100036621093,5.404739694373171,18.143278693190325,-3.623684126811355,-2.2027866862034626,181.99100036621093,192.80047975495728,171.18152097746457
2024-03-07,169.14999389648438,170.72999572753906,168.49000549316406,169.0,168.77108764648438,71765100,180.97050018310546,5.839561448253775,18.274974867300074,-4.073603553750388,-2.576950059712848,180.97050018310546,192.649623079613,169.2913772865979
2024-03-08,169.0,173.6999969482422,168.94000244140625,170.72999572753906,170.4987335205078,76114600,180.09099960327148,5.996890997751459,25.46608829799139,-4.241676339568471,-2.909895315683973,180.09099960327148,192.0847815987744,168.09721760776856
2024-03-11,172.94000244140625,174.3800048828125,172.0500030517578,172.75,172.51600646972656,60139500,179.2859992980957,5.837721715012265,32.28789849559482,-4.1638791632516075,-3.1606920851975,179.2859992980957,190.96144272812023,167.61055586807117
2024-03-12,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,172.99534606933594,59825400,178.58999938964843,5.678423392978227,31.51683897714534,-4.017185087721032,-3.3319906857022064,178.58999938964843,189.9468461756049,167.23315260369196
2024-03-13,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,170.89820861816406,52488700,177.8944999694824,5.698661247571251,23.133119396385766,-4.0239945821100775,-3.4703914649837806,177.8944999694824,189.29182246462491,166.4971774743399
2024-03-14,172.91000366210938,174.30999755859375,172.0500030517578,173.0,172.7656707763672,72913500,177.3370002746582,5.59900774932374,30.697468066977834,-3.8342987682846967,-3.543172925643964,177.3370002746582,188.5350157733057,166.13898477601072
2024-03-15,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,172.3861846923828,121664700,176.775,5.472479404710301,31.96788178558826,-3.6722947592921855,-3.5689972923736084,176.775,187.7199588094206,165.8300411905794
2024-03-18,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,173.4846954345703,75604200,176.34550018310546,5.350946810357403,30.888021031077926,-3.4157692538547337,-3.5383516846698337,176.34550018310546,187.04739380382026,165.64360656239066
2024-03-19,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,175.84149169921875,55215200,176.0715003967285,5.208282838626434,39.0842228058465,-2.9875994302064157,-3.42820123377715,176.0715003967285,186.48806607398137,165.65493471947565
2024-03-20,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,178.42799377441406,53423100,175.88899993896484,5.039006877524916,46.05761438745887,-2.411482630533925,-3.224857513128505,175.88899993896484,185.96701369401467,165.81098618391502
2024-03-21,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,171.13787841796875,106181300,175.23899993896484,4.715508240115432,37.281360115890024,-2.514964211779329,-3.08287885285867,175.23899993896484,184.6700164191957,165.807983458734
2024-03-22,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,172.04664611816406,71106600,174.72699966430665,4.430659446122993,45.12783848251513,-2.4947860791762366,-2.9652602981221836,174.72699966430665,183.58831855655262,165.86568077206067
2024-03-25,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,170.61859130859375,54288300,174.21149978637695,4.238401235164392,51.43759638163944,-2.564619880142942,-2.8851322145263354,174.21149978637695,182.68830225670573,165.73469731604817
2024-03-26,170.0,171.4199981689453,169.5800018310547,169.7100067138672,169.48013305664062,57388400,173.56549987792968,3.855022354795457,51.15552678717113,-2.6810466569390314,-2.8443151030088747,173.56549987792968,181.27554458752059,165.85545516833878
2024-03-27,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,173.0752410888672,60273300,173.1599998474121,3.3829781515241426,57.42847404636445,-2.454532222006918,-2.7663585268084834,173.1599998474121,179.9259561504604,166.39404354436383
2024-03-28,171.75,172.22999572753906,170.50999450683594,171.47999572753906,171.2477264404297,65672700,172.69649963378907,2.887030388934896,51.288217755766986,-2.3950748225059613,-2.692101785947979,172.69649963378907,178.47056041165888,166.92243885591927
2024-04-01,171.19000244140625,171.25,169.47999572753906,170.02999877929688,169.79969787597656,46240500,172.21499938964843,2.4316653771098653,45.23475242675883,-2.4368663621014264,-2.641054701178669,172.21499938964843,177.07833014386816,167.3516686354287
2024-04-02,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,168.61129760742188,49329500,171.9019989013672,2.4436268274570887,42.495723624321634,-2.5367674341803763,-2.6201972477790108,171.9019989013672,176.78925255628138,167.014745246453
2024-04-03,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,169.42019653320312,47691700,171.87849884033204,2.463842456550394,47.35334149027552,-2.5215132844492416,-2.600460455113057,171.87849884033204,176.80618375343283,166.95081392723125
2024-04-04,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,168.59133911132812,53704400,171.8634994506836,2.4823630644699004,42.23626424702476,-2.547036588465147,-2.5897756817834754,171.8634994506836,176.8282255796234,166.89877332174382
2024-04-05,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,169.3502960205078,42055200,171.89249954223632,2.4503309493083387,44.43224112711702,-2.477381078662006,-2.5672967611591817,171.89249954223632,176.793161440853,166.99183764361965
2024-04-08,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,168.22183227539062,37425500,171.77849960327148,2.5579371080949973,40.35856237825198,-2.484718250195442,-2.550781058966434,171.77849960327148,176.8943738194615,166.66262538708148
2024-04-09,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,169.44017028808594,42451200,171.62449951171874,2.5888978293369442,37.76248466254094,-2.3648288342160413,-2.5135906140163558,171.62449951171874,176.80229517039263,166.44670385304485
2024-04-10,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,167.552734375,49709300,171.35199966430665,2.6956386987517416,28.63866206208759,-2.394717945837016,-2.489816080380488,171.35199966430665,176.74327706181012,165.96072226680317
2024-04-11,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,174.8029022216797,91070300,171.54749908447266,2.8177119001796544,57.21022202316821,-1.8117002470364696,-2.3541929137116844,171.54749908447266,177.18292288483198,165.91207528411334
2024-04-12,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,176.3108673095703,101593300,171.72499923706056,3.018675795824077,58.195794192984934,-1.2138172225470214,-2.1261177754787517,171.72499923706056,177.76235082870872,165.6876476454124
2024-04-15,175.36000061035156,176.6300048828125,172.5,172.69000244140625,172.45608520507812,73531800,171.72849960327147,3.019808604542151,53.23033286471103,-1.0394779532167036,-1.9087898110263422,171.72849960327147,177.76811681235577,165.68888239418717
2024-04-16,171.75,173.75999450683594,168.27000427246094,169.3800048828125,169.15057373046875,73711200,171.51149978637696,3.025098576057306,49.461660585549595,-1.155086844276326,-1.758049217676339,171.51149978637696,177.56169693849156,165.46130263426235
2024-04-17,169.61000061035156,170.64999389648438,168.0,168.0,167.77244567871094,50901200,171.1074996948242,2.9206010992730382,40.66127519069466,-1.342586087532851,-1.6749565916476414,171.1074996948242,176.9487018933703,165.26629749627813
2024-04-18,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,166.81373596191406,43122900,170.5259994506836,2.4565559907207253,41.94484246240115,-1.5507688098510641,-1.6501190352883262,170.5259994506836,175.43911143212506,165.61288746924214
2024-04-19,166.2100067138672,166.39999389648438,164.0800018310547,165.0,164.77650451660156,67772100,170.2074996948242,2.738172447854492,41.06571959163894,-1.8589368594516884,-1.6918826001209988,170.2074996948242,175.6838445905332,164.73115479911522
2024-04-22,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,165.6153564453125,48116400,169.8854995727539,2.857679683304175,44.60431417750699,-2.0121863430454994,-1.755943348705899,169.8854995727539,175.60085893936224,164.17014020614556
2024-04-23,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,166.67391967773438,49537800,169.68799896240233,2.9232567612203577,45.09803708240946,-2.024764493972839,-1.8097075777592873,169.68799896240233,175.53451248484305,163.84148543996162
